ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE
136710,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Siostra źle kochanych. Prem. 1991,,2863,Scena Wędrująca,Adapt. Małgorzta Golicka-Jabłońska. Reż. Andrzej Kierc,,Wg Paula Dreyfusa,
136910,1991,7683,Litwa (teatr polski za granicą) - repertuar,"Hej tam, ktoś!",,5134,Polski Teatr w Wilnie (do 1990: Polski Teatr Ludowy przy Wileńskim Pałacu Kultury Kolejarzy),,,Reż. Irena Litwinowicz,
137265,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Kobyła pana prezydenta,,1601,"Kabaret ""Pod Egidą""",,,,
137391,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Kubuś i jego Pan. Prem. 1991,,854,Teatr im. S. Jaracza,Reż. Włodzimierz Nurkowski,,,
137403,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Mein Kampf. Prem. 1991,,2081,Teatr Powszechny im. J. Kochanowskiego*,"Reż. Zygmunt Wojdan, tł. Danuta Żmij-Zielińska",,,
137479,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Ryszard III. Prem. 1991,,2545,"Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna im. L. Schillera",Reż. Jan Maciejowski,,,
137511,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Do Damaszku. Prem. 1991,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. Krzysztof Babicki,,,
137555,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Pokój w pustyni. Prem. 1991,,1892,Grupa Chwilowa,Reż. Jerzy Lużyński,,,
137676,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Kassandra Wolff. Prem. 1991,,104,Teatr Studio im. St. I. Witkiewicza (d. Centrum Sztuki Studio im. S.I. Witkiewicza - Teatr. Galeria),"Reż Krzysztof bukowski, Leszek Mądzik",,Wg. prozy Christy Wolff,
137927,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Porwanie Sabinek. Prem. 1991,,46,"Teatr ""Wybrzeże""",Reż. Bogusława Czosnowska,,,
137930,1991,449,"Teatry od 1945 r. (omówienia, repertuar)","Iwona, księżniczka Burgunda. Prem. 1991",,1641,Akademia Teatralna im. A. Zelwerowicza (d. Państwowa Wyższa Szkoła Teatralna im. A. Zelwerowicza),Reż. Mariusz Benoit,,,
151229,1991,449,"Teatry od 1945 r. (omówienia, repertuar)","Mój brat, moja miłość. Prem. 1991",,854,Teatr im. S. Jaracza,Reż. Lech Mackiewicz,,,
151233,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Gdzie jest mała Piu. Prem. 1991,,3262,"Teatr Ruchu ""Akt""",Reż. Sławomir Krawczyński,,,
151236,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Pelikan. Prem. 1991,,20474,Teatr Szkolny Państwowej Wyższej Szkoły Teatralnej im. Aleksandra Zelwerowicza,Reż. Jan Englert,,,
151315,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Kulawy kogucik. Prem. 1991,,862,"Teatr Lalek ""Pinokio""",Reż. Grzegorz Kwieciński,,,
139194,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Zdrada. Prem. 1991,,902,"Scena ""Prezentacje""",Tł. Bolesław Taborski. Reż. Romuald Szejd,,,
164565,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Aktor. Prem. 1992,,907,Teatr Współczesny im. E. Wiercińskiego,Reż. Adam Orzechowski,,,
164566,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Motyle są wolne. Prem. 1992,,907,Teatr Współczesny im. E. Wiercińskiego,Tł. Anna Frąckiewicz. Reż. Jan Różewicz,,,
164567,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Nienawidzę. Prem. 1992,,907,Teatr Współczesny im. E. Wiercińskiego,Reż. aut.,,,
164568,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Król Nikodem. Prem. 1992,,910,"Ośrodek Teatru Otwartego ""Kalambur"" (do 1978: Studencki Teatr ""Kalambur"")",Reż. Jacek Pazdro,,,
164569,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Dwoje na chuśtawce. Prem. 1992,,910,"Ośrodek Teatru Otwartego ""Kalambur"" (do 1978: Studencki Teatr ""Kalambur"")",Tł. Małgorzta Semil. Karol Jakubowicz. Reż. Edward Kalisz,,,
164796,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Jednooki czyli ofiara. Prem. 1992,,910,"Ośrodek Teatru Otwartego ""Kalambur"" (do 1978: Studencki Teatr ""Kalambur"")",Tł. Ewa Fiszer. Reż. Andrzej Gałła,,,
164800,1992,449,"Teatry od 1945 r. (omówienia, repertuar)","Ja trzymam, ty trzymasz... Ona spada. Prem. 1992",,910,"Ośrodek Teatru Otwartego ""Kalambur"" (do 1978: Studencki Teatr ""Kalambur"")",Reż. Bogusław Litwiniec,,,
164802,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Kot w butach. Prem. 1992,,927,Wrocławski Teatr Lalek,Adapt. i reż. Wiesław Hejno,,,
164838,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Piotruś Pan. Prem. 1992,,927,Wrocławski Teatr Lalek,"Adapt. Bronisław Wrocławski, Roma Kamińska. Reż. Jacek Zuzański",,,
164841,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Baśń o zaklętych braciach. Prem. 1992,,101,Teatr Nowy im. G. Morcinka,Tł. Marek Niewiarowski. Reż. Lidia Korsakówna,,,
164844,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Fizycy. Prem. 1992,,101,Teatr Nowy im. G. Morcinka,Tł. Irena Krzywicka. Reż. Henryk Adamek,,,
164845,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Lord z walizki. Prem. 1992,,101,Teatr Nowy im. G. Morcinka,"Tł. i adapt. Ludwik Jerzy Kern, Władysław Krzemiński",,,
164850,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Kain. Prem. 1992,,911,Teatr im. S.I. Witkiewicza,Tł. Jan Paszkowski. Reż. Andrzej Dziuk,,Misterium wg Byrona,
164857,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Songi. Prem. 1992,,1469,Lubuski Teatr im. L. Kruczkowskiego,tł. Jacek Stanisław Buras. Reż. Tomasz A. Dutkiewicz,,,
165044,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Czerwony Kapturek. Prem. 1992,,1469,Lubuski Teatr im. L. Kruczkowskiego,Tł. Marek Niewiarowski. Reż. Wojciech Pokora,,,
156536,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Miłość i gniew. Prem. 1991,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Barbara Katarzyna Radecka,,,
156541,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Ogród miłości. Prem. 1991,,1202,Inne,Reż. Jan Kobuszewski,,,
165046,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Romeo i Julia. Prem. 1992,,1469,Lubuski Teatr im. L. Kruczkowskiego,Tł. Stanisław Barańczak. Reż. Waldemar Matuszewski,,,
165049,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Kopciuszek. Prem. 1992,,1469,Lubuski Teatr im. L. Kruczkowskiego,,,,
165050,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Roberto Zucco. Prem. 1992,,1469,Lubuski Teatr im. L. Kruczkowskiego,Tł. Piotr Szymanowski. Reż. Waldemar Matuszewski,,,
165052,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Południe. Prem. 1992,,2124,"Studio Dramatyczne ""Atelier""",Tł. Izabella Rogozińska. Reż. Ryszard Ronczewski,,,
165054,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Wariat i zakonnica. Prem. 1992,,3362,Krakowska Fundacja Artystów Teatru KFART,Reż. Jan Peszek,,,
165113,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Zemsta. Prem. 1991,,3363,Agencja Aktorska Iwony Czerwieńskiej,Reż. Szczepan Szczykno,,,
165124,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Balladyna. Prem. 1992,,3363,Agencja Aktorska Iwony Czerwieńskiej,Reż. Szczepan Szczykno,,,
165127,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Pan Tadeusz. Prem. 1992,,2684,Teatr na Kresach,Reż. Mieczysław Kotlarczyk,,,
165129,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Dwie blizny. Pem. 1992,,2684,Teatr na Kresach,Reż. Piotr Cieślak,,,
165130,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Żółty dźwięk. Prem. 1992,,3122,Teatr im. Kici Koci,Reż. Zbigniew Mich,,,
165132,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Elio albo wesołe towarzystwo. Prem. 1992,,952,"Teatr ""Stara Prochownia""",Reż. Zdzisław Wardejn,,,
165133,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Życie jest cudem. Prem. 1992,,2582,Zespół Teatralny Janusza Wiśniewskiego,Reż. aut.,,"Wg ""Ulicy Krokodyli"" Brunona Schulza",
156621,1991,449,"Teatry od 1945 r. (omówienia, repertuar)",Dziady. Prem. 1973,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż.: Konrad Swinarski,,,
165222,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Tomcio Paluszek. Prem. 1992,,803,Teatr Dzieci Zagłębia im. Jana Dormana (do roku 1996: Teatr Dzieci Zagłębia),Reż. Zofia Miklińska,,,
165223,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Mały tygrys Pietrek. Prem. 1992,,803,Teatr Dzieci Zagłębia im. Jana Dormana (do roku 1996: Teatr Dzieci Zagłębia),Reż. Małgorzata Majewska,,,
165224,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Cafe-bar z piosenkami. Prem. 1992,,803,Teatr Dzieci Zagłębia im. Jana Dormana (do roku 1996: Teatr Dzieci Zagłębia),Sc. i oprac. Piotr Furtas,,,
165226,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Shalom znaczy pokój. Prem. 1992,,803,Teatr Dzieci Zagłębia im. Jana Dormana (do roku 1996: Teatr Dzieci Zagłębia),Sc. i oprac.: Halina Kalinowska,,,
165230,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Ciotunia. Prem. 1992,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Tomasz Grochoczyński,,,
165234,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Emigranci. Prem. 1992,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Andrzej Jakimiec,,,
165235,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Dwa razy tak. Prem. 1992,,21,Teatr Dramatyczny im. A. Węgierki,"Tł. Antoni Marianowicz, Janusz Minkiewicz. Reż. Waldemar Wolański",,,
165287,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Jacek Placek. Prem. 1992,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Waldemar Wolański,,"Wg pow. Kornela Makuszyńskiego ""O dwóch takich, co ukradli księżyc""",
165301,1992,449,"Teatry od 1945 r. (omówienia, repertuar)","Salon Artystyczny ""Pod Różowym Strusiem"". [I]. Prem. 1992",,21,Teatr Dramatyczny im. A. Węgierki,,,,
165302,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Co się stało z naszą bajką. Prem. 1992,,824,Białostocki Teatr Lalek,Reż. Wojciech Kobrzyński,,,
165303,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Mały tygrys Pietrek. Prem. 1992,,824,Białostocki Teatr Lalek,Reż. zespołowa,,,
165304,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Niech żyje Święty Mikołaj. Prem. 1992,,824,Białostocki Teatr Lalek,Sc. i reż. Wojciech Kobrzyński,,,
165306,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",W małym dworcu. Prem. 1992,,41,Teatr Polski,Reż. Marek Gaj,,,
165307,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Niesamowita wyprawa. Prem. 1992,,41,Teatr Polski,Reż. Jerzy Zoń,,,
165308,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Dog City. Prem. 1992,,827,"Teatr Lalek ""Banialuka"" im. Jerzego Zitzmana w Bielsku-Białej (d. Ośrodek Teatralny ""Banialuka"")",Reż. aut.,,,
165373,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Dwa teatry. Prem. 1992,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),"Reż. Józef Fryźlewicz (akt I iII), Andrzej Maria Marczewski (akt III)",,,
165374,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Emigranci. Prem. 1992,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Józef Fryźlewicz,,,
165378,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Zamiana. Prem. 1992,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Jarosław Iwaszkiewicz. Reż. Józef Fryźlewicz,,,
165383,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Opera za trzy grosze. Prem. 1992,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),"Tł. Bruno Winawer, Barbara Witek-Swinarska. Reż. Andrzej Maria Swinarski",,,
165388,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Cabaret. Prem. 1992,,43,Teatr Rozrywki,"Tł. Wojciech Młynarski, Kazimierz Piotrowski. Reż. Marcel Kochańczyk",,,
165394,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Jak to wilków cała zgraja chciała porwać Mikołaja. Prem. 1992,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Reż. Jerzy Przewłocki,,,
165400,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Dwoje na huśtawce. Prem. 1992,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),"Tł. Kazimierz Piotrowski, Bronisław Zieliński. Reż. Krzysztof Galos",,,
165403,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Shirley Valentine. Prem. 1992,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Tł. Małgorzata Semil. Reż. Ryszard Krzyszycha,,,
165407,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Król IV. Prem. 1992,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Andrzej Walden,,,
165410,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Cud mniemany czyli Krakowiacy i Górale. Prem. 1992,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Ewa Kołogórska,,,
165412,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Pinokio. Prem. 1992,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Zofia Jachimecka. Reż. Jacek Medwecki,,Wg Carla Goldoniego,
165419,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Historia markizy O. Prem. 1992,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Edyta Sicińska. Reż. Ewa Kołogórska,,,
165424,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Łagodna. Prem. 1992,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Gabriel Karski. Reż. Czesław Lasota,,,
165430,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Konopielka. Prem. 1992,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Adapt. i reż. Jan Nowacki,,,
165433,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Przygody kota Antrykota. Prem. 1992,,3382,Teatr Dramatyczny. Scena Lalki i Aktora,Tł. Eugeniusz Koterla. Reż. Wojciech Deneka,,,
165577,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Biesy. Prem. 1992,,46,"Teatr ""Wybrzeże""",Adapt. Albert Camus. Tł. Joanna Guze. Reż. Krzysztof Babicki,,,
165586,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",I coż dalej szary człowieku? Prem. 1992,,46,"Teatr ""Wybrzeże""",l,,Wg pow. Hansa Fallady,
165588,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Krzesła. Prem. 1992,,46,"Teatr ""Wybrzeże""",Tł. Jan Kosiński. Reż. Ryszard Major,,,
165592,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Indyk. Prem. 1992,,46,"Teatr ""Wybrzeże""",Reż. Stefan Chazbijewicz,,,
165593,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Szkaradka. Prem. 1992,,830,"Miejski Teatr  ""Miniatura"" (do 1998: Teatr Lalki i Aktora ""Miniatura"")",Reż. aut.,,,
165594,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Wojna o echo. Prem. 1992,,830,"Miejski Teatr  ""Miniatura"" (do 1998: Teatr Lalki i Aktora ""Miniatura"")",Tł. Jan Puget. Tł. Tomasz Jaworski,,,
165598,1992,449,"Teatry od 1945 r. (omówienia, repertuar)","Gwiazdy, gwiżdże i muzykanci. Prem. 1992",,830,"Miejski Teatr  ""Miniatura"" (do 1998: Teatr Lalki i Aktora ""Miniatura"")",Reż. Mieczysław Abramowicz,,,
165600,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Księga bałwochwalcza. Rzecz o Brunonie Schulzu. Prem. 1992,,2341,Teatr Miejski im. W. Gombrowicza (do 1991: Teatr Dramatyczny; do 2000: Teatr Miejski),Reż. Waldemar Śmigasiewicz,,,
165601,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Pastorałka. Prem. 1992,,2341,Teatr Miejski im. W. Gombrowicza (do 1991: Teatr Dramatyczny; do 2000: Teatr Miejski),Reż. Jarosław Kilian,,,
165602,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Pastorałka. Prem. 1992,,3402,Operetka Śląska,Reż. Roman Michalski,,,
165604,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Sen nocy letniej. Prem. 1992,,833,Teatr im. Aleksandra Fredry,Tł. Konstanty Ildefons Gałczyński. Reż. Henryk Tomaszewski,,,
165608,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarodziejska kobza. Prem. 1992,,833,Teatr im. Aleksandra Fredry,Reż. Tomasz Szymański,,,
165610,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Świętoszek. Prem. 1992,,833,Teatr im. Aleksandra Fredry,Tł. Tadeusz Boy-Żeleński. Reż. Zdzisław Wardejn,,,
165611,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Teatr manekinów. Prem. 1992,,51,Teatr im. J. Osterwy,Adapt. i reż. Waldemar Modestowicz,,,
165612,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Coś w rodzaju miłości. Elegia dla pewnej Pani. Prem. 1992,,51,Teatr im. J. Osterwy,Tł. Małgorzata Semil. Reż. Stanisław Kuźnik,,,
165617,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Bambuko czyli skandal w krainie gier. Prem. 1992,,837,Teatr im. C. K. Norwida,Reż. Jerzy Bielunas,,,
165619,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Kontredans. Prem. 1992,,837,Teatr im. C. K. Norwida,Reż. Jerzy Zoń,,,
165620,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Królowa Śniegu. Prem. 1992,,51,Teatr im. J. Osterwy,Tł. L. Dunikowska. Adapt. i reż. Wanda Rózycka-Zborowska,,,
165621,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Kolędnicy. Prem. 1992,,837,Teatr im. C. K. Norwida,"Reż. Jan Skotnicki, Zygmunt Bielawski",,,
165623,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Sie kochamy. Prem. 1992,,837,Teatr im. C. K. Norwida,Tł. Adam Tarn. Reż. Zygmunt Bielawski,,,
165671,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Szczęśliwy motyl. Prem. 1992,,838,Jeleniogórski Teatr Animacji (do 1994: Państwowy Teatr Animacji),Reż. Krzysztof Arciszewski,,,
165674,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarownice z Salem. Prem. 1992,,839,Teatr im. W. Bogusławskiego,Tł. Wacława Komarnicka i Krystyna Tarnowska. Reż. Jacek Bunsch,,,
165678,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Taka noc nie powtórzy się więcej. Prem. 1992,,839,Teatr im. W. Bogusławskiego,Reż. Barbara Fijewska,,,
165680,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Tylko we Lwowie czyli Rypcium pypcium i inny lwowski hecy. Prem. 1992,,839,Teatr im. W. Bogusławskiego,Reż. Halina Dzieduszycka,,,
165683,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarodziejski flet. Prem. 1992,,840,Teatr Śląski im. S. Wyspiańskiego,Adapt. Krystyna Meissner. Reż. Janina Niesobska,,,
165686,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Co się komu w duszy gra. Prem. 1992,,840,Teatr Śląski im. S. Wyspiańskiego,Reż. Anna Polony,,"Wg ""Wesela"" Stanisława Wyspiańskiego",
165715,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Antygona. Prem. 1992,,840,Teatr Śląski im. S. Wyspiańskiego,Tł. Jadwiga Dackiewicz. Reż. Bogdan Tosza,,,
165719,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Dwoje na huśtawce. Prem. 1992,,840,Teatr Śląski im. S. Wyspiańskiego,"Tł. Kazimierz Piotrowski, Bronisław Zieliński. Reż. Zbigniew Najmoła",,,
165721,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Wieczór poezji śpiewanej C. K. Norwida. Prem. 1992,,840,Teatr Śląski im. S. Wyspiańskiego,Muz. Halina Kalinowska,,,
165739,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Śmierć  Ofelii. Prem. 1992,,840,Teatr Śląski im. S. Wyspiańskiego,Reż. Zbigniew Najmoła,,,
165816,1992,449,"Teatry od 1945 r. (omówienia, repertuar)","Pif, czyli wariacje na cztery łapy. Prem. 1992",,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",Tł. Tatiana Kurowska. Reż. Anatolij Rodenko,,,
165821,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Nowe przygody Klipa i Klapa. Prem. 1992,,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",Reż. aut.,,,
165822,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Lalkarz. Prem. 1992,,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",Tł. Henryk Jurkowski. Reż. Janina Keszkowska,,,
165864,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Seans. Prem. 1992,,843,Teatr im. S. Żeromskiego,Reż. Piotr Szczerski,,,
165865,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Szmaragd. Prem. 1992,,843,Teatr im. S. Żeromskiego,Tł. Anna Kołyszko. Adapt. Jerzy Sitarz. Reż. Maria Wójcikowska,,,
165867,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Stworzenie słońca. Prem. 1992,,844,"Teatr Lalki i Aktora ""Kubuś""",Tł. i reż. Irena Dragan,,,
165869,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Mały tygrys Pietrek. Prem. 1992,,844,"Teatr Lalki i Aktora ""Kubuś""",Reż. Leszek Śmigielski,,,
165875,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Balladyna. Prem. 1992,,241,Bałtycki Teatr Dramatyczny im. J. Słowackiego,Reż. Ryszard Major,,,
165876,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Dopóki będzie clown. Wieczór poezji francuskiej. Prem. 1992,,57,"Teatr ""Bagatela"" im. T. Boya-Żeleńskiego",Sc. Janusz Butrym i Krzysztof Bochenek. Tł. Jerzy Menel. Reż. Stanisław Nosowicz,,,
165879,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Trędowata. Prem. 1992,,846,Teatr Ludowy,Adapt. Joanna Olczak-Ronikier. Reż. Włodzimierz Nurkowski,,,
165880,1992,449,"Teatry od 1945 r. (omówienia, repertuar)","Pastorałka. Hej koleda, kolęda! Prem. 1992",,846,Teatr Ludowy,Sc. i reż. Monika Rasiewicz,,"Wg ""Pastorałek"" Tytusa Czyżewskiego",
165882,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Wiedźma. Prem. 1992,,846,Teatr Ludowy,Sc. i reż. Paweł Kamza,,"Wg tomu opow. ""Dom wiedźmy na wzgórzu""",
165883,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Rękopis znaleziony w Saragossie. Prem. 1992,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. Andrzej Chojecki. Adapt. i reż. Tadeusz Bradecki,,,
165887,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Kalkwerk. Prem. 1992,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),"Tł. Ernest Duczek, Marek Feliks Nowak. Adapt. i reż. Krystian Lupa",,,
165889,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Wilk stepowy czyli teatr magiczny tylko dla obłąkanych. Prem. 1992,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. Gabriela Mycielska. Adapt. i reż. Adam Sroka,,,
165891,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Śnieżyca. Prem. 1992,,848,Teatr im. J. Słowackiego,Reż. Zygmunt Konieczny,,"Wg dramatu ""Śnieg"" Stanisława Przybyszewskiego",
165892,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Wyzwolenie. Prem. 1992,,848,Teatr im. J. Słowackiego,Reż. Maciej Prus,,,
165893,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Celestyna. Prem. 1992,,848,Teatr im. J. Słowackiego,Tł. Kazimierz Zawanowski. Adapt. i reż. Waldemar Zawodziński,,,
165894,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Sceny z egzekucji. Prem. 1992,,848,Teatr im. J. Słowackiego,Tł. Maria Zborowska. Reż. Andrzej Pawłowski,,,
165895,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Para nie para. Prem. 1992,,849,"Teatr Satyry ""Maszkaron""",Tł. Henryk Krzeczkowski. Reż. Andrzej Mrożewski,,,
165896,1992,449,"Teatry od 1945 r. (omówienia, repertuar)","Po górach, po chmurach. Prem. 1992",,849,"Teatr Satyry ""Maszkaron""",Reż. Tomasz Piasecki,,,
166119,1992,449,"Teatry od 1945 r. (omówienia, repertuar)",Czekając na Godota. Prem. 1992,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Tł. Antoni Libera. Reż. Krzysztof Jasiński,,,
